Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label,command_text
3.3981798859926577,10.056742745259024,59.240970076091585,-9281.181657236077,-0.14339418278327548,0.24957028050120364,0.13896979686636296,-0.691889118296548,0.10281033647626721,-0.0027618840347305713,0.0,43.48439764563694,58.21262089885238,33.53565750923839,48.2661154762838,0.46311047438531583,0.17064185119460823,-0.0033441476581086826,0.0,0.0,0.0,0.0,-0.32234062629257,-0.21714564085775154,-0.00042301998520335933,-0.004299967188524027,-0.26564639643305077,0.0,0.9932905924913458,1.0026912099705476,22012.192468602923,41.91636617332033,1240.910907232172,16.847312760637507,-190.91521217656663,37.91039084522538,0.004165587644969177,90.6969825586704,-7760.443389332184,DDOS-RSTFINFLOOD,ncat --udp TARGET_IP PORT < /dev/zero
14.233641151875771,-0.11448934149830414,69.39276016176989,74610.10887287566,0.12257671418649188,-0.5440403843010728,0.1687186643331573,0.2963340495943225,-0.3025823147902607,0.0075579369328214775,0.0,-4.340111542530055,-16.614348426310137,-14.685157406182245,4.764414102428356,-0.05456809175813069,0.08551393775393966,-0.0012210851012954538,0.0,0.0,0.0,0.0,0.5018639853536925,-1.1067860490759545,0.0009289372688925547,0.000208561163783782,0.2070993786802881,0.0,0.9860233785874661,0.9867320202780859,15903.821210851667,-45.803143670580496,-715.5885199238884,90.99171830242703,-199.4913509537751,281.3987594275587,0.0025773425568897607,150.83683583143574,-38438.13429604973,DDOS-ICMP_FRAGMENTATION,while true; do nc TARGET_IP PORT < /dev/zero; done
6.876331314532231,9.065462298288208,66.05523055047378,106922.48853893479,-0.09748918536504443,-0.07680170278239987,-0.4323155019240886,0.38418941556506236,0.7010137149501006,-0.003892639631354094,0.0,57.045683008753386,34.84059286666191,-1.9780909649323792,5.802388626317153,0.16042326640245644,0.6263953066455554,-0.003130058142770218,0.0,0.0,0.0,0.0,0.3193665345732858,-0.02247873461707317,0.0009780939962041046,-0.0027557444580993103,-0.31448893805954037,0.0,1.0238755375588469,0.9834416764372986,6399.021807225561,95.23215428879377,147.13716954071845,48.914466486492856,-17.39310126703603,-21.168580072934844,0.002102740905560575,125.74782338346738,183808.56109989696,DDOS-TCP_FLOOD,hping3 -S -p 80 --fast -i u100 --flood 192.168.1.1
1.7986752729946893,20.058511119848966,68.87252498818911,55699.93680600524,-0.15239943882632428,-0.04585381732171176,0.2871790038476218,0.21263183369030286,0.0707953519103182,-0.0027033306005909905,0.0,15.808140293134366,-20.970367513913274,-10.356422433334444,-30.172584381038803,-0.009773640990405737,-0.11690971999543365,-0.00219188332019989,0.0,0.0,0.0,0.0,0.6518639144414162,0.3517104520295551,-2.3102656998285403e-05,-0.033725610601911454,-0.18163658615972103,0.0,0.9678196751223855,0.9816055807854287,10125.065996144394,18.571000511742035,327.8536724262397,201.71793657510517,94.98894355061114,384.5933158327993,0.00011658510820397036,76.23162913729584,-14040.04049083048,DOS-SYN_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
14.610027339312243,9.829460143179453,62.07599120628318,-12309.064493414211,-0.06982907948905619,0.574289946914401,-0.05463335287476999,0.6406523221545135,-0.2778562680884948,0.006754567420542563,0.0,44.19386846900063,17.222639339565337,38.47617776801155,-32.2255855133246,0.4031251880930684,0.2107270893753393,0.00212781345065794,0.0,0.0,0.0,0.0,0.7881567320197609,0.4616571863766564,0.0004832228618146074,0.004552889624630807,0.9616162675498396,0.0,1.0089351579991404,0.9911946758039031,11800.534376687607,31.14597526617466,-642.7853527025808,14.819122452983024,-121.61412282810711,14.980430429647853,0.0004507604787564043,93.87421264048376,-50188.44364492291,DDOS-PSHACK_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
14.436920622086745,1.2273755333688126,68.20643497645123,14461.487838969242,-0.24457142810489507,0.15146429465674605,0.5975052506594756,-0.1823251983328049,-0.5663038979510763,0.004852329177125922,0.0,66.64734919912794,54.111690099904266,-16.618576786305436,-2.4607618348450515,0.06116106889762287,-0.3714943970419139,-0.002625153459408916,0.0,0.0,0.0,0.0,1.4818375129233414,0.47401091476456014,-0.0010684137483882791,0.020452793113577557,-0.280813973939948,0.0,0.9745713958901363,1.0266317387135881,32617.324275236213,36.30057301483708,455.53811260414625,127.73104722313151,196.581332650538,-23.595382259207753,9.273599335779894e-05,53.379645210461035,24476.555969971458,DDOS-RSTFINFLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
7.218682946791642,-2.240252495152556,61.7986138531877,71715.3202033159,-0.2282767610440094,0.1409149914475393,0.2981740734380852,0.32109272085629104,0.11938262499240422,0.00022931203623867614,0.0,35.58713932366986,-4.0634432319392,13.408573083355373,20.494929096595286,-0.2852738116291497,0.4110028084529409,0.0013961825267719608,0.0,0.0,0.0,0.0,0.4096872489987106,0.5504212113247435,-0.0014405368168185848,0.03446684238832963,0.24596759089731524,0.0,1.0513905325790323,1.0024140752439796,-1651.3983486957704,105.19845867780876,-654.0761050735342,212.67623542059016,-93.45014586771002,-241.36260660059463,0.0015184502101641773,107.44684211143338,162393.74715399457,DOS-UDP_FLOOD,python3 flood.py -t 10.0.0.2 -p 53 --rate 10000
7.8847340017356755,-3.7773113595893895,53.40661607483084,57597.499452114396,-0.26492677936129627,0.2467726513087069,-0.10272489078179296,-0.1755112257943869,0.013190411956002096,-0.0019742971406674164,0.0,39.439019431276684,-52.35339758244411,20.537467119283658,-27.78013495939758,0.24340371900059662,0.03972863726260574,-0.0034903196671618583,0.0,0.0,0.0,0.0,-0.44362419533589814,-0.2651979508688277,0.00010547405871834662,0.032932436829444196,0.07310337844692777,0.0,0.9819880264937632,0.9797769947529451,17672.830614523737,107.5776972728704,-30.97964474117134,205.19507767691948,-113.77496081827515,336.9686254781627,6.9601051858086e-05,107.88558942176425,-51094.87834061077,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
1.0965447096589003,7.129950646735643,60.727045020743034,94356.75194049806,-0.13119615802178047,0.6263980131176539,0.07064114559370412,0.40645162557747927,0.23837640545703,0.008315657636374032,0.0,28.33185498509193,59.82233005846149,-10.884920825333857,-4.41019921855688,0.16816960755902208,0.22386670481006365,0.0033414247574039503,0.0,0.0,0.0,0.0,0.7471895358867202,0.5933872705770027,0.0012949206757681398,-0.02368220945904135,0.21951217344554713,0.0,1.0039768215659965,0.9819305426019909,-10566.28743865476,-78.62825243633968,557.6225696008362,103.97915614360343,91.39666533983667,-137.60293490389662,-0.0014619587421030918,52.10135350066444,101191.24221048366,DDOS-UDP_FLOOD,hping3 -S -p 80 --fast -i u100 --flood 192.168.1.1
4.4952178234683,6.763842773595123,62.89454890748167,139407.81802707922,0.11468282777374257,-0.0917938208233314,-0.023161423097215625,0.037359161500405205,-0.5987295858182067,0.01109776851179315,0.0,55.134176784322676,39.56633508396416,-10.723099963475548,5.470894112426506,-0.1805040294550939,0.033461882163724505,0.003760336267631228,0.0,0.0,0.0,0.0,0.5112501783852462,-0.3591924541697282,-0.0002039273115438008,0.09165213586473282,0.271260510999172,0.0,0.946789850769566,0.9594793814654009,9270.471288384826,36.73409123649071,-474.567188919661,457.3069272465072,25.705898105529894,252.60206273837633,0.0026740637931498674,40.88683438311337,163268.7972324416,BENIGN,while true; do nc TARGET_IP PORT < /dev/zero; done
